fecha,temp_media,precipitacion
2010-09-17,9.99,0.0
2010-09-18,11.05,0.0
2010-09-19,14.55,0.0
2010-09-20,17.65,0.0
2010-09-21,15.92,2.53
2010-09-22,13.66,3.1
2010-09-23,12.26,0.01
2010-09-24,12.94,0.0
2010-09-25,15.61,0.03
2010-09-26,16.57,0.28
2010-09-27,16.42,18.46
2010-09-28,13.03,17.41
2010-09-29,12.37,0.11
2010-09-30,11.88,0.71
2010-10-01,8.9,1.79
2010-10-02,11.07,0.0
2010-10-03,12.64,0.0
2010-10-04,15.07,0.0
2010-10-05,17.1,0.0
2010-10-06,15.46,5.14
2010-10-07,14.81,0.39
2010-10-08,13.97,0.02
2010-10-09,15.52,0.0
2010-10-10,16.33,0.0
2010-10-11,16.64,0.0
2010-10-12,17.41,0.0
2010-10-13,17.67,23.83
2010-10-14,16.01,18.93
2010-10-15,12.85,0.1
2010-10-16,12.62,0.0
2010-10-17,12.62,0.01
2010-10-18,15.5,0.0
2010-10-19,18.06,0.0
2010-10-20,20.1,0.0
2010-10-21,19.1,0.16
2010-10-22,15.38,0.01
2010-10-23,15.23,0.15
2010-10-24,14.67,0.23
2010-10-25,17.07,0.0
2010-10-26,17.71,0.0
2010-10-27,17.51,0.03
2010-10-28,19.17,0.0
2010-10-29,15.19,5.41
2010-10-30,14.69,0.0
2010-10-31,16.71,0.0
2010-11-01,19.73,0.0
2010-11-02,21.96,0.0
2010-11-03,22.74,0.46
2010-11-04,15.55,0.65
2010-11-05,17.9,0.0
2010-11-06,21.34,0.0
2010-11-07,25.96,0.4
2010-11-08,15.73,4.37
2010-11-09,15.84,0.17
2010-11-10,15.88,0.0
2010-11-11,18.01,0.0
2010-11-12,19.58,0.0
2010-11-13,19.48,0.0
2010-11-14,18.58,0.03
2010-11-15,18.65,0.19
2010-11-16,18.43,0.0
2010-11-17,19.25,0.0
2010-11-18,21.27,0.01
2010-11-19,20.15,0.05
2010-11-20,23.05,0.0
2010-11-21,23.81,1.41
2010-11-22,21.57,0.51
2010-11-23,22.23,0.0
2010-11-24,24.32,0.0
2010-11-25,25.04,0.04
2010-11-26,27.37,0.38
2010-11-27,19.44,7.7
2010-11-28,18.05,0.56
2010-11-29,20.48,0.0
2010-11-30,23.49,0.93
2010-12-01,25.65,1.26
2010-12-02,21.13,9.67
2010-12-03,21.26,5.14
2010-12-04,21.35,0.36
2010-12-05,23.5,0.0
2010-12-06,25.21,0.0
2010-12-07,24.25,0.46
2010-12-08,22.11,0.0
2010-12-09,21.87,2.58
2010-12-10,24.69,0.85
2010-12-11,22.73,11.29
2010-12-12,16.55,4.99
2010-12-13,19.35,0.0
2010-12-14,23.64,0.0
2010-12-15,24.91,0.0
2010-12-16,25.75,0.0
2010-12-17,27.08,4.81
2010-12-18,18.74,9.11
2010-12-19,21.94,0.32
2010-12-20,26.16,0.0
2010-12-21,27.32,0.0
2010-12-22,29.06,0.0
2010-12-23,28.84,3.87
2010-12-24,24.38,13.8
2010-12-25,26.22,0.0
2010-12-26,28.1,0.0
2010-12-27,29.19,0.0
2010-12-28,29.18,0.0
2010-12-29,26.95,0.05
2010-12-30,27.33,0.0
2010-12-31,27.13,0.0
2011-01-01,27.67,0.01
2011-01-02,27.71,0.0
2011-01-03,26.83,0.0
2011-01-04,25.82,8.12
2011-01-05,23.67,0.3
2011-01-06,23.94,0.0
2011-01-07,25.28,2.8
2011-01-08,26.57,1.59
2011-01-09,24.01,0.0
2011-01-10,23.53,0.19
2011-01-11,25.31,0.58
2011-01-12,26.05,0.05
2011-01-13,27.59,0.07
2011-01-14,27.37,1.8
2011-01-15,29.46,0.33
2011-01-16,23.65,45.62
2011-01-17,20.2,0.23
2011-01-18,23.76,0.0
2011-01-19,22.91,44.36
2011-01-20,19.76,0.0
2011-01-21,21.15,0.0
2011-01-22,23.0,0.0
2011-01-23,26.37,0.0
2011-01-24,29.14,0.0
2011-01-25,27.9,22.62
2011-01-26,25.57,4.07
2011-01-27,24.77,0.0
2011-01-28,24.96,0.03
2011-01-29,24.17,0.1
2011-01-30,26.22,10.84
2011-01-31,24.72,32.28
2011-02-01,19.32,0.0
2011-02-02,21.25,0.0
2011-02-03,23.91,3.71
2011-02-04,21.14,3.07
2011-02-05,22.02,0.0
2011-02-06,19.85,5.75
2011-02-07,18.8,46.85
2011-02-08,19.93,25.4
2011-02-09,19.11,0.02
2011-02-10,19.17,0.0
2011-02-11,20.79,0.0
2011-02-12,22.62,4.22
2011-02-13,22.91,0.39
2011-02-14,21.5,0.0
2011-02-15,22.33,0.0
2011-02-16,23.16,0.0
2011-02-17,25.85,10.23
2011-02-18,23.46,7.84
2011-02-19,21.56,1.44
2011-02-20,23.0,1.84
2011-02-21,23.8,0.05
2011-02-22,22.78,44.28
2011-02-23,22.8,6.14
2011-02-24,20.94,0.78
2011-02-25,19.73,0.0
2011-02-26,21.49,0.0
2011-02-27,22.42,0.0
2011-02-28,23.18,0.0
2011-03-01,21.79,0.0
2011-03-02,22.0,0.0
2011-03-03,23.75,0.0
2011-03-04,23.87,0.13
2011-03-05,23.35,0.0
2011-03-06,23.62,0.17
2011-03-07,25.57,10.48
2011-03-08,25.13,7.39
2011-03-09,25.81,0.01
2011-03-10,25.83,0.0
2011-03-11,25.62,5.18
2011-03-12,20.18,15.72
2011-03-13,13.78,0.0
2011-03-14,14.91,0.0
2011-03-15,17.97,0.31
2011-03-16,20.21,0.03
2011-03-17,20.2,0.07
2011-03-18,16.64,0.0
2011-03-19,18.12,0.0
2011-03-20,20.27,0.0
2011-03-21,22.21,0.0
2011-03-22,23.71,16.52
2011-03-23,15.6,29.66
2011-03-24,14.73,0.08
2011-03-25,15.81,10.69
2011-03-26,15.54,0.44
2011-03-27,13.42,0.0
2011-03-28,15.96,0.0
2011-03-29,16.31,0.0
2011-03-30,17.26,0.0
2011-03-31,20.24,0.0
2011-04-01,20.74,0.02
2011-04-02,19.39,0.01
2011-04-03,18.76,11.88
2011-04-04,15.65,0.0
2011-04-05,17.0,0.0
2011-04-06,18.67,0.0
2011-04-07,19.73,0.46
2011-04-08,15.96,0.0
2011-04-09,15.23,0.0
2011-04-10,17.17,0.0
2011-04-11,18.36,0.0
2011-04-12,20.06,0.0
2011-04-13,21.38,0.59
2011-04-14,16.93,5.59
2011-04-15,14.69,1.42
2011-04-16,15.67,3.35
2011-04-17,14.61,22.54
2011-04-18,13.31,0.02
2011-04-19,14.73,4.34
2011-04-20,15.56,20.79
2011-04-21,16.18,0.09
2011-04-22,16.07,3.12
2011-04-23,11.11,0.11
2011-04-24,13.38,0.0
2011-04-25,14.55,0.0
2011-04-26,15.96,0.0
2011-04-27,17.37,0.0
2011-04-28,17.91,10.39
2011-04-29,16.25,25.63
2011-04-30,13.87,4.77
2011-05-01,11.17,1.94
2011-05-02,8.1,0.0
2011-05-03,9.17,0.0
2011-05-04,12.18,0.0
2011-05-05,12.8,0.0
2011-05-06,11.42,0.0
2011-05-07,13.28,0.0
2011-05-08,10.91,0.0
2011-05-09,10.01,0.0
2011-05-10,15.48,0.01
2011-05-11,16.91,0.0
2011-05-12,14.52,0.13
2011-05-13,14.96,22.92
2011-05-14,14.31,3.7
2011-05-15,12.89,0.0
2011-05-16,12.41,0.0
2011-05-17,13.76,0.0
2011-05-18,13.43,0.0
2011-05-19,13.7,0.0
2011-05-20,15.7,0.0
2011-05-21,17.1,0.0
2011-05-22,12.86,1.68
2011-05-23,9.08,0.0
2011-05-24,11.17,32.16
2011-05-25,11.85,0.01
2011-05-26,8.81,0.08
2011-05-27,9.7,0.0
2011-05-28,10.45,0.0
2011-05-29,11.18,0.0
2011-05-30,12.01,0.0
2011-05-31,12.84,0.0
2011-06-01,10.38,0.0
2011-06-02,12.91,0.06
2011-06-03,9.65,0.0
2011-06-04,6.02,0.0
2011-06-05,7.79,0.0
2011-06-06,9.08,4.18
2011-06-07,7.86,0.01
2011-06-08,9.57,0.0
2011-06-09,9.71,0.0
2011-06-10,11.41,0.0
2011-06-11,12.6,0.0
2011-06-12,11.78,0.0
2011-06-13,6.94,0.0
2011-06-14,7.96,0.25
2011-06-15,12.24,11.32
2011-06-16,12.22,3.19
2011-06-17,9.74,0.11
2011-06-18,12.58,4.66
2011-06-19,12.61,0.47
2011-06-20,10.38,0.16
2011-06-21,8.34,1.9
2011-06-22,8.09,7.13
2011-06-23,6.84,0.43
2011-06-24,6.97,0.0
2011-06-25,5.55,0.0
2011-06-26,2.93,0.0
2011-06-27,4.26,0.0
2011-06-28,4.59,0.0
2011-06-29,6.67,0.0
2011-06-30,5.4,0.01
2011-07-01,2.77,0.0
2011-07-02,3.21,0.0
2011-07-03,1.65,0.0
2011-07-04,2.87,0.0
2011-07-05,2.85,0.0
2011-07-06,3.6,0.0
2011-07-07,5.66,0.0
2011-07-08,8.19,0.0
2011-07-09,8.23,0.0
2011-07-10,10.65,0.0
2011-07-11,13.93,0.0
2011-07-12,14.97,0.0
2011-07-13,9.48,0.01
2011-07-14,13.73,0.02
2011-07-15,13.44,1.72
2011-07-16,8.29,0.01
2011-07-17,7.95,0.49
2011-07-18,8.67,9.23
2011-07-19,4.65,0.21
2011-07-20,5.14,0.0
2011-07-21,5.62,0.0
2011-07-22,7.41,0.0
2011-07-23,8.43,0.0
2011-07-24,10.8,0.0
2011-07-25,14.72,14.53
2011-07-26,9.76,0.0
2011-07-27,9.34,0.0
2011-07-28,10.95,0.01
2011-07-29,8.3,0.0
2011-07-30,3.22,0.0
2011-07-31,2.7,0.19
2011-08-01,3.86,0.63
2011-08-02,5.4,0.01
2011-08-03,6.83,0.0
2011-08-04,4.52,0.0
2011-08-05,8.92,0.0
2011-08-06,11.2,0.0
2011-08-07,10.71,0.0
2011-08-08,11.52,0.0
2011-08-09,13.39,0.0
2011-08-10,16.29,0.0
2011-08-11,16.93,0.11
2011-08-12,16.45,1.21
2011-08-13,12.16,0.0
2011-08-14,9.84,0.0
2011-08-15,10.8,0.0
2011-08-16,10.99,6.84
2011-08-17,10.73,0.03
2011-08-18,11.19,0.17
2011-08-19,6.56,0.14
2011-08-20,4.97,0.0
2011-08-21,3.9,0.0
2011-08-22,4.32,0.0
2011-08-23,6.27,0.0
2011-08-24,10.61,0.0
2011-08-25,9.25,0.0
2011-08-26,9.43,0.0
2011-08-27,9.72,0.5
2011-08-28,10.87,0.0
2011-08-29,11.23,0.0
2011-08-30,9.41,0.0
2011-08-31,8.27,0.0
2011-09-01,9.92,0.0
2011-09-02,12.73,0.0
2011-09-03,15.13,0.0
2011-09-04,12.91,0.0
2011-09-05,11.46,0.0
2011-09-06,12.11,0.0
2011-09-07,12.71,0.0
2011-09-08,14.03,0.0
2011-09-09,14.76,0.0
2011-09-10,13.31,0.0
2011-09-11,12.4,0.0
2011-09-12,15.27,0.0
2011-09-13,12.66,0.0
2011-09-14,13.2,0.0
2011-09-15,15.59,0.0
2011-09-16,18.07,18.09
2011-09-17,13.55,1.82
2011-09-18,11.12,0.49
2011-09-19,13.22,0.0
2011-09-20,14.35,0.0
2011-09-21,15.82,0.0
2011-09-22,13.88,0.8
2011-09-23,10.22,0.31
2011-09-24,13.35,0.0
2011-09-25,17.74,0.0
2011-09-26,21.19,0.0
2011-09-27,20.27,0.0
2011-09-28,22.75,6.78
2011-09-29,18.6,0.53
2011-09-30,16.06,0.03
2011-10-01,16.71,0.02
2011-10-02,14.5,0.0
2011-10-03,11.55,0.0
2011-10-04,11.59,15.04
2011-10-05,14.79,0.0
2011-10-06,16.9,1.23
2011-10-07,15.64,44.26
2011-10-08,15.96,1.75
2011-10-09,15.31,0.55
2011-10-10,15.46,0.0
2011-10-11,16.96,0.01
2011-10-12,15.71,13.21
2011-10-13,17.4,0.07
2011-10-14,16.03,0.0
2011-10-15,18.09,0.0
2011-10-16,17.73,0.0
2011-10-17,15.64,0.0
2011-10-18,15.82,13.36
2011-10-19,17.07,0.01
2011-10-20,19.22,0.0
2011-10-21,20.79,0.0
2011-10-22,16.66,2.88
2011-10-23,14.9,0.0
2011-10-24,18.11,2.09
2011-10-25,15.69,0.01
2011-10-26,13.25,0.0
2011-10-27,15.37,0.0
2011-10-28,19.66,7.63
2011-10-29,17.65,0.79
2011-10-30,15.71,0.03
2011-10-31,15.6,0.0
2011-11-01,17.34,0.0
2011-11-02,20.26,0.0
2011-11-03,23.72,0.0
2011-11-04,24.1,4.5
2011-11-05,23.93,0.09
2011-11-06,23.07,0.07
2011-11-07,25.09,0.06
2011-11-08,27.15,0.14
2011-11-09,21.17,39.61
2011-11-10,16.14,0.0
2011-11-11,19.28,0.0
2011-11-12,21.8,0.0
2011-11-13,21.97,0.0
2011-11-14,19.64,0.0
2011-11-15,21.12,0.0
2011-11-16,23.32,0.0
2011-11-17,23.46,0.0
2011-11-18,24.7,0.0
2011-11-19,24.28,12.72
2011-11-20,20.55,47.55
2011-11-21,20.36,0.0
2011-11-22,19.51,0.26
2011-11-23,19.99,0.0
2011-11-24,23.34,0.0
2011-11-25,25.47,0.12
2011-11-26,24.58,0.0
2011-11-27,26.34,3.11
2011-11-28,26.08,2.66
2011-11-29,27.11,1.07
2011-11-30,17.9,0.0
2011-12-01,18.38,0.0
2011-12-02,21.76,0.0
2011-12-03,23.82,0.0
2011-12-04,23.36,0.0
2011-12-05,23.87,0.12
2011-12-06,24.93,0.0
2011-12-07,26.34,0.0
2011-12-08,27.73,0.0
2011-12-09,27.96,0.01
2011-12-10,28.18,0.0
2011-12-11,27.08,3.12
2011-12-12,22.22,0.0
2011-12-13,20.88,0.05
2011-12-14,22.31,0.31
2011-12-15,22.13,0.33
2011-12-16,22.05,0.37
2011-12-17,22.54,0.0
2011-12-18,27.59,0.0
2011-12-19,27.94,0.0
2011-12-20,30.1,0.06
2011-12-21,31.22,9.54
2011-12-22,25.93,5.1
2011-12-23,21.21,0.38
2011-12-24,18.36,0.0
2011-12-25,19.98,0.0
2011-12-26,23.43,0.0
2011-12-27,26.06,0.0
2011-12-28,26.22,0.0
2011-12-29,26.35,0.0
2011-12-30,26.36,0.0
2011-12-31,27.54,0.0
2012-01-01,26.81,0.0
2012-01-02,29.31,0.0
2012-01-03,27.52,0.02
2012-01-04,26.77,0.0
2012-01-05,28.87,0.0
2012-01-06,30.49,0.0
2012-01-07,28.67,0.0
2012-01-08,29.61,0.0
2012-01-09,32.4,0.0
2012-01-10,32.68,9.26
2012-01-11,21.23,21.1
2012-01-12,21.49,0.0
2012-01-13,21.96,0.0
2012-01-14,22.42,0.0
2012-01-15,24.53,0.0
2012-01-16,27.02,0.0
2012-01-17,27.81,0.02
2012-01-18,28.34,0.05
2012-01-19,30.31,0.0
2012-01-20,30.83,0.79
2012-01-21,29.87,0.55
2012-01-22,29.0,0.03
2012-01-23,28.31,14.97
2012-01-24,23.59,23.92
2012-01-25,19.83,0.0
2012-01-26,21.16,0.0
2012-01-27,23.53,0.0
2012-01-28,25.12,0.0
2012-01-29,28.39,0.05
2012-01-30,28.87,18.5
2012-01-31,23.58,2.48
2012-02-01,23.94,2.87
2012-02-02,23.71,5.97
2012-02-03,25.19,4.87
2012-02-04,28.02,7.72
2012-02-05,25.5,3.76
2012-02-06,28.55,1.29
2012-02-07,27.33,33.45
2012-02-08,22.64,24.13
2012-02-09,18.53,0.0
2012-02-10,19.56,0.0
2012-02-11,20.27,0.0
2012-02-12,23.22,0.0
2012-02-13,24.46,0.0
2012-02-14,25.81,0.01
2012-02-15,27.38,0.02
2012-02-16,28.93,10.26
2012-02-17,27.89,11.14
2012-02-18,26.78,26.53
2012-02-19,22.55,12.41
2012-02-20,21.67,12.28
2012-02-21,19.4,0.89
2012-02-22,19.98,1.85
2012-02-23,18.23,0.0
2012-02-24,18.8,0.22
2012-02-25,21.6,3.2
2012-02-26,19.0,0.01
2012-02-27,21.73,0.08
2012-02-28,22.26,31.79
2012-02-29,18.59,24.86
2012-03-01,18.26,0.06
2012-03-02,19.06,0.0
2012-03-03,21.34,0.0
2012-03-04,24.47,0.0
2012-03-05,25.46,14.54
2012-03-06,23.37,44.82
2012-03-07,25.38,0.0
2012-03-08,25.06,0.08
2012-03-09,24.79,8.11
2012-03-10,27.17,0.03
2012-03-11,26.91,2.17
2012-03-12,24.29,6.07
2012-03-13,17.88,23.91
2012-03-14,17.31,0.0
2012-03-15,16.8,0.0
2012-03-16,17.82,0.0
2012-03-17,19.71,0.0
2012-03-18,21.72,0.0
2012-03-19,24.69,17.44
2012-03-20,19.7,2.26
2012-03-21,19.54,0.05
2012-03-22,17.08,0.0
2012-03-23,14.81,0.0
2012-03-24,16.09,0.01
2012-03-25,16.58,10.0
2012-03-26,14.65,1.11
2012-03-27,11.74,0.01
2012-03-28,14.07,0.0
2012-03-29,16.93,0.0
2012-03-30,17.47,0.0
2012-03-31,18.62,0.0
2012-04-01,19.31,0.01
2012-04-02,20.65,6.06
2012-04-03,20.99,0.0
2012-04-04,22.15,5.31
2012-04-05,14.82,0.0
2012-04-06,16.31,0.0
2012-04-07,19.68,0.0
2012-04-08,18.75,0.0
2012-04-09,19.66,1.52
2012-04-10,20.71,1.14
2012-04-11,20.64,0.0
2012-04-12,22.1,0.0
2012-04-13,20.77,0.01
2012-04-14,19.56,0.15
2012-04-15,17.92,0.0
2012-04-16,19.15,0.05
2012-04-17,19.62,9.73
2012-04-18,20.39,0.04
2012-04-19,20.55,0.0
2012-04-20,20.15,0.0
2012-04-21,14.07,0.0
2012-04-22,12.18,1.3
2012-04-23,11.65,0.28
2012-04-24,10.87,0.05
2012-04-25,11.33,2.28
2012-04-26,10.13,0.54
2012-04-27,8.37,1.49
2012-04-28,8.69,3.75
2012-04-29,9.75,0.01
2012-04-30,11.06,0.0
2012-05-01,12.43,0.0
2012-05-02,12.79,0.0
2012-05-03,14.74,0.0
2012-05-04,16.98,0.0
2012-05-05,17.93,0.0
2012-05-06,18.88,0.0
2012-05-07,19.7,0.0
2012-05-08,20.45,0.53
2012-05-09,19.45,0.56
2012-05-10,14.53,48.88
2012-05-11,11.66,0.0
2012-05-12,8.52,0.0
2012-05-13,10.23,0.02
2012-05-14,12.92,0.46
2012-05-15,13.47,0.0
2012-05-16,15.79,0.0
2012-05-17,17.45,0.03
2012-05-18,12.51,25.43
2012-05-19,10.29,0.22
2012-05-20,12.08,10.76
2012-05-21,13.03,8.07
2012-05-22,13.66,11.01
2012-05-23,13.29,2.27
2012-05-24,12.69,0.06
2012-05-25,15.33,0.0
2012-05-26,15.78,0.0
2012-05-27,16.43,0.0
2012-05-28,17.31,0.01
2012-05-29,15.48,0.0
2012-05-30,10.93,0.0
2012-05-31,10.84,0.0
2012-06-01,12.03,0.01
2012-06-02,13.43,0.0
2012-06-03,9.3,0.0
2012-06-04,7.05,0.0
2012-06-05,6.95,0.01
2012-06-06,2.45,1.3
2012-06-07,1.11,0.0
2012-06-08,3.42,0.0
2012-06-09,5.27,0.0
2012-06-10,7.49,0.0
2012-06-11,8.31,0.0
2012-06-12,13.04,0.0
2012-06-13,16.37,0.0
2012-06-14,13.0,0.01
2012-06-15,10.65,0.25
2012-06-16,5.51,0.02
2012-06-17,4.32,4.6
2012-06-18,5.46,0.65
2012-06-19,6.99,0.0
2012-06-20,9.56,0.0
2012-06-21,9.17,0.0
2012-06-22,9.33,0.0
2012-06-23,9.4,0.0
2012-06-24,9.55,0.0
2012-06-25,5.09,0.0
2012-06-26,9.52,0.0
2012-06-27,15.45,0.04
2012-06-28,14.11,0.44
2012-06-29,13.05,0.2
2012-06-30,12.71,0.74
2012-07-01,17.0,1.24
2012-07-02,8.6,2.37
2012-07-03,5.52,0.08
2012-07-04,5.48,0.59
2012-07-05,4.46,0.26
2012-07-06,5.38,0.0
2012-07-07,5.28,0.0
2012-07-08,6.79,0.0
2012-07-09,5.53,0.0
2012-07-10,4.48,0.04
2012-07-11,3.68,0.05
2012-07-12,6.46,0.0
2012-07-13,7.99,0.0
2012-07-14,4.73,0.0
2012-07-15,3.65,0.0
2012-07-16,4.15,0.0
2012-07-17,5.31,0.0
2012-07-18,8.13,0.0
2012-07-19,9.91,0.0
